alias	gene_id	gene_symbol	gene_desc
PRDX5	719764	PRDX5	peroxiredoxin 5
LOC719765	719765	LOC719765	putative spermatogenesis-associated protein 31C1
LMBR1	719766	LMBR1	limb development membrane protein 1
KNDC1	719767	KNDC1	kinase non-catalytic C-lobe domain containing 1
LOC719770	719770	LOC719770	60S ribosomal protein L36 pseudogene
SUGP1	719772	SUGP1	SURP and G-patch domain containing 1
HAS1	719773	HAS1	hyaluronan synthase 1
PDIK1L	719774	PDIK1L	PDLIM1 interacting kinase 1 like
KLK6	719776	KLK6	kallikrein related peptidase 6
LOC719778	719778	LOC719778	uncharacterized LOC719778
SLAMF7	719781	SLAMF7	SLAM family member 7
FPR1	719782	FPR1	formyl peptide receptor 1
FAM110D	719783	FAM110D	family with sequence similarity 110 member D
NOM1	719786	NOM1	nucleolar protein with MIF4G domain 1
C1H1orf109	719791	C1H1orf109	chromosome 1 C1orf109 homolog
UTF1	719795	UTF1	undifferentiated embryonic cell transcription factor 1
LOC719797	719797	LOC719797	steroid 21-hydroxylase-like
CD244	719800	CD244	CD244 molecule
FPR3	719802	FPR3	formyl peptide receptor 3
ITLN1	719807	ITLN1	intelectin 1
CDCA8	719808	CDCA8	cell division cycle associated 8
LOC719811	719811	LOC719811	ADP/ATP translocase 3
F11R	719824	F11R	F11 receptor
UBXN11	719826	UBXN11	UBX domain protein 11
YDJC	719827	YDJC	YdjC chitooligosaccharide deacetylase homolog
PLVAP	719830	PLVAP	plasmalemma vesicle associated protein
LOC719831	719831	LOC719831	sialic acid-binding Ig-like lectin 9
ZNF511	719833	ZNF511	zinc finger protein 511
USF1	719835	USF1	upstream transcription factor 1
NECTIN4	719843	NECTIN4	nectin cell adhesion molecule 4
LPAR2	719844	LPAR2	lysophosphatidic acid receptor 2
PRAP1	719848	PRAP1	proline rich acidic protein 1
ZNF613	719851	ZNF613	zinc finger protein 613
CD33	719855	CD33	CD33 molecule
KLHDC9	719863	KLHDC9	kelch domain containing 9
ZNF350	719864	ZNF350	zinc finger protein 350
LIN28A	719865	LIN28A	lin-28 homolog A
RASA4B	719871	RASA4B	RAS p21 protein activator 4B
FUOM	719873	FUOM	fucose mutarotase
DEDD	719875	DEDD	death effector domain containing
LOC719876	719876	LOC719876	40S ribosomal protein S10 pseudogene
MTG1	719884	MTG1	mitochondrial ribosome associated GTPase 1
LOC719885	719885	LOC719885	eukaryotic peptide chain release factor subunit 1-like
PFDN2	719886	PFDN2	prefoldin subunit 2
LOC719887	719887	LOC719887	olfactory receptor 10R2
IGLON5	719890	IGLON5	IgLON family member 5
NPAP1	719891	NPAP1	nuclear pore associated protein 1
USP21	719894	USP21	ubiquitin specific peptidase 21
LOC719895	719895	LOC719895	transcriptional repressor p66-alpha pseudogene
LOC719896	719896	LOC719896	olfactory receptor 10R2-like
LOC719897	719897	LOC719897	developmental pluripotency-associated protein 2 pseudogene
VSIG10L	719898	VSIG10L	V-set and immunoglobulin domain containing 10 like
SPRN	719900	SPRN	shadow of prion protein
ZNF616	719902	ZNF616	zinc finger protein 616
LOC719903	719903	LOC719903	olfactory receptor 6P1
PPOX	719910	PPOX	protoporphyrinogen oxidase
LOC719911	719911	LOC719911	olfactory receptor 10X1
DTX2	719916	DTX2	deltex E3 ubiquitin ligase 2
B4GALT3	719920	B4GALT3	beta-1,4-galactosyltransferase 3
ZNF836	719921	ZNF836	zinc finger protein 836
LOC719922	719922	LOC719922	olfactory receptor 10Z1
ZP3	719925	ZP3	zona pellucida glycoprotein 3
ADAMTS4	719927	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4
PPP2R1A	719929	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
LOC719931	719931	LOC719931	immunoglobulin (CD79A) binding protein 1-like
NDUFS2	719935	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2
ZNF682	719936	ZNF682	zinc finger protein 682
DOK7	719937	DOK7	docking protein 7
CEACAM18	719939	CEACAM18	CEA cell adhesion molecule 18
COL9A3	719943	COL9A3	collagen type IX alpha 3 chain
APOA2	719946	APOA2	apolipoprotein A2
LOC719947	719947	LOC719947	40S ribosomal protein S25 pseudogene
LOC719948	719948	LOC719948	olfactory receptor 6K3-like
ARID1A	719949	ARID1A	AT-rich interaction domain 1A
LOC719951	719951	LOC719951	zinc finger protein 610
HGFAC	719952	HGFAC	HGF activator
TIGD3	719953	TIGD3	tigger transposable element derived 3
UBE3C	719956	UBE3C	ubiquitin protein ligase E3C
ZNF528	719957	ZNF528	zinc finger protein 528
OR6N1	719958	OR6N1	olfactory receptor, family 6, subfamily N, member 1
ZDHHC18	719959	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18
SRRM3	719961	SRRM3	serine/arginine repetitive matrix 3
PCP4L1	719963	PCP4L1	Purkinje cell protein 4 like 1
LOC719964	719964	LOC719964	olfactory receptor 6N2
MPZ	719969	MPZ	myelin protein zero
LOC719970	719970	LOC719970	olfactory receptor 6N1-like
NIBAN3	719972	NIBAN3	niban apoptosis regulator 3
ZNF175	719973	ZNF175	zinc finger protein 175
SDHC	719978	SDHC	succinate dehydrogenase complex subunit C
COLGALT1	719980	COLGALT1	collagen beta(1-O)galactosyltransferase 1
SIGLEC14	719981	SIGLEC14	sialic acid binding Ig like lectin 14
MDH2	719983	MDH2	malate dehydrogenase 2
CADM3	719985	CADM3	cell adhesion molecule 3
NUDC	719986	NUDC	nuclear distribution C, dynein complex regulator
LOC719990	719990	LOC719990	putative KHDC1-like protein
FCGR2A	719996	FCGR2A	Fc fragment of IgG receptor IIa
MSANTD1	719997	MSANTD1	Myb/SANT DNA binding domain containing 1
LOC719998	719998	LOC719998	60S ribosomal protein L12 pseudogene
UNC13A	720000	UNC13A	unc-13 homolog A
HSPA6	720001	HSPA6	heat shock protein family A (Hsp70) member 6
RHBDD2	720005	RHBDD2	rhomboid domain containing 2
FCGR3	720006	FCGR3	Fc-gamma RIII
FCGR2B	720009	FCGR2B	Fc fragment of IgG receptor IIb
LOC720010	720010	LOC720010	CDKN2AIP N-terminal-like protein pseudogene
LOC720011	720011	LOC720011	TBC1 domain family member 3B-like
LOC720015	720015	LOC720015	10 kDa heat shock protein, mitochondrial
FCRLA	720016	FCRLA	Fc receptor like A
LOC720017	720017	LOC720017	zinc finger protein 468
FCHO1	720018	FCHO1	FCH and mu domain containing endocytic adaptor 1
LOC720019	720019	LOC720019	60S ribosomal protein L12-like
LOC720024	720024	LOC720024	zinc finger protein 611
FCRLB	720028	FCRLB	Fc receptor like B
DUSP12	720034	DUSP12	dual specificity phosphatase 12
LOC720035	720035	LOC720035	zinc finger protein 320
LOC720037	720037	LOC720037	uncharacterized LOC720037
SLC29A2	720038	SLC29A2	solute carrier family 29 member 2
JAK3	720040	JAK3	Janus kinase 3
ZNF577	720041	ZNF577	zinc finger protein 577
GRK4	720047	GRK4	G protein-coupled receptor kinase 4
GATA5	720048	GATA5	GATA binding protein 5
HSPA1A	720054	HSPA1A	heat shock protein family A (Hsp70) member 1A
LOC720055	720055	LOC720055	tight junction-associated protein 1 pseudogene
ATF6	720056	ATF6	activating transcription factor 6
LOC720058	720058	LOC720058	zinc finger protein 816
BBS1	720059	BBS1	Bardet-Biedl syndrome 1
SLC5A5	720060	SLC5A5	solute carrier family 5 member 5
OLFML2B	720062	OLFML2B	olfactomedin like 2B
NOP14	720068	NOP14	NOP14 nucleolar protein
CABLES2	720069	CABLES2	Cdk5 and Abl enzyme substrate 2
CCDC124	720072	CCDC124	coiled-coil domain containing 124
LOC720076	720076	LOC720076	ubiquitin-conjugating enzyme E2 E3 pseudogene
SLC9A1	720079	SLC9A1	solute carrier family 9 member A1
SPATA46	720087	SPATA46	spermatogenesis associated 46
HEATR6	720089	HEATR6	HEAT repeat containing 6
KCNN1	720091	KCNN1	potassium calcium-activated channel subfamily N member 1
MLXIPL	720093	MLXIPL	MLX interacting protein like
LOC720095	720095	LOC720095	golgin subfamily A member 8S-like
SH2D1B	720097	SH2D1B	SH2 domain containing 1B
MFSD10	720098	MFSD10	major facilitator superfamily domain containing 10
ZNF615	720101	ZNF615	zinc finger protein 615
LOC720104	720104	LOC720104	double homeobox protein 4-like protein 4
UHMK1	720105	UHMK1	U2AF homology motif kinase 1
ZNF614	720110	ZNF614	zinc finger protein 614
VPS37D	720111	VPS37D	VPS37D subunit of ESCRT-I
UAP1	720116	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
ZNF160	720117	ZNF160	zinc finger protein 160
LOC720120	720120	LOC720120	40S ribosomal protein S18 pseudogene
BUD23	720121	BUD23	BUD23 rRNA methyltransferase and ribosome maturation factor
DDR2	720124	DDR2	discoidin domain receptor tyrosine kinase 2
CFAP45	720125	CFAP45	cilia and flagella associated protein 45
LOC720127	720127	LOC720127	HEAT repeat-containing protein 6-like
ZNF841	720128	ZNF841	zinc finger protein 841
LOC720132	720132	LOC720132	HLA class I histocompatibility antigen, B-38 alpha chain-like
ZNF415	720133	ZNF415	zinc finger protein 415
ZNF347	720141	ZNF347	zinc finger protein 347
MAST3	720145	MAST3	microtubule associated serine/threonine kinase 3
ABHD11	720147	ABHD11	abhydrolase domain containing 11
LOC720151	720151	LOC720151	60S ribosomal protein L7 pseudogene
FCN3	720154	FCN3	ficolin 3
C14H11orf86	720155	C14H11orf86	chromosome 14 C11orf86 homolog
YWHAE	720156	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
LOC720162	720162	LOC720162	uncharacterized LOC720162
ZNF677	720163	ZNF677	zinc finger protein 677
LOC720167	720167	LOC720167	40S ribosomal protein S18 pseudogene
PDE4C	720171	PDE4C	phosphodiesterase 4C
PSMA7	720175	PSMA7	proteasome 20S subunit alpha 7
LOC720177	720177	LOC720177	putative olfactory receptor 52P1
KCNJ10	720180	KCNJ10	potassium inwardly rectifying channel subfamily J member 10
JUND	720182	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
ZNF766	720183	ZNF766	zinc finger protein 766
IGSF8	720186	IGSF8	immunoglobulin superfamily member 8
HOXD9	720188	HOXD9	homeobox D9
LOC720190	720190	LOC720190	tropomyosin alpha-3 chain pseudogene
ATP1A2	720191	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
LSM4	720192	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
PGPEP1	720200	PGPEP1	pyroglutamyl-peptidase I
LOC720201	720201	LOC720201	developmental pluripotency-associated 5 protein-like
TAF4	720204	TAF4	TATA-box binding protein associated factor 4
CHCHD10	720205	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10
LOC720206	720206	LOC720206	zinc finger protein 37A
LOC720207	720207	LOC720207	zinc finger protein 761-like
LOC720208	720208	LOC720208	charged multivesicular body protein 1a pseudogene
CDH4	720209	CDH4	cadherin 4
LOC720214	720214	LOC720214	zinc finger protein 761
ELL	720221	ELL	elongation factor for RNA polymerase II
DNAJC8	720231	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
FKBP8	720232	FKBP8	FKBP prolyl isomerase 8
CASQ1	720233	CASQ1	calsequestrin 1
KXD1	720235	KXD1	KxDL motif containing 1
LOC720236	720236	LOC720236	zinc finger protein 701-like
VANGL2	720239	VANGL2	VANGL planar cell polarity protein 2
UBA52	720243	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
LOC720244	720244	LOC720244	zinc finger protein 83
RTN4RL1	720246	RTN4RL1	reticulon 4 receptor like 1
CRLF1	720247	CRLF1	cytokine receptor like factor 1
SUSD2	720248	SUSD2	sushi domain containing 2
LOC720251	720251	LOC720251	zinc finger protein 813-like
LY9	720255	LY9	lymphocyte antigen 9
PRKCG	720263	PRKCG	protein kinase C gamma
RCC1	720265	RCC1	regulator of chromosome condensation 1
LOC720269	720269	LOC720269	olfactory receptor 5AR1
CACNG7	720271	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7
NIT1	720272	NIT1	nitrilase 1
TRNAU1AP	720273	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
CRTC1	720274	CRTC1	CREB regulated transcription coactivator 1
UFC1	720277	UFC1	ubiquitin-fold modifier conjugating enzyme 1
RAB42	720282	RAB42	RAB42, member RAS oncogene family
LOC720283	720283	LOC720283	prostaglandin E synthase 3 pseudogene
COMP	720286	COMP	cartilage oligomeric matrix protein
UPF1	720288	UPF1	UPF1 RNA helicase and ATPase
FCER1G	720291	FCER1G	Fc fragment of IgE receptor Ig
GMEB1	720293	GMEB1	glucocorticoid modulatory element binding protein 1
LOC720294	720294	LOC720294	translation initiation factor IF-2-like
TFPT	720296	TFPT	TCF3 fusion partner
GDF1	720298	GDF1	growth differentiation factor 1
DCAF7	720299	DCAF7	DDB1 and CUL4 associated factor 7
CHRNB3	720301	CHRNB3	cholinergic receptor nicotinic beta 3 subunit
DDX49	720303	DDX49	DEAD-box helicase 49
LOC720309	720309	LOC720309	class I histocompatibility antigen, Gogo-B*0101 alpha chain-like
CFAP126	720310	CFAP126	cilia and flagella associated protein 126
ARMC6	720316	ARMC6	armadillo repeat containing 6
LOC720317	720317	LOC720317	dihydrofolate reductase-like
SLC25A42	720321	SLC25A42	solute carrier family 25 member 42
TMEM161A	720329	TMEM161A	transmembrane protein 161A
HGSNAT	720331	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
NCAN	720340	NCAN	neurocan
LOC720341	720341	LOC720341	olfactory receptor 7D4-like
LOC720345	720345	LOC720345	glutathione hydrolase 5 proenzyme
MAU2	720347	MAU2	MAU2 sister chromatid cohesion factor
LOC720348	720348	LOC720348	actin-related protein 2/3 complex subunit 1A pseudogene
LOC720351	720351	LOC720351	HLA class I histocompatibility antigen, B-27 alpha chain-like
RGS8	720353	RGS8	regulator of G protein signaling 8
LOC720355	720355	LOC720355	hsc70-interacting protein pseudogene
LOC720359	720359	LOC720359	60S ribosomal protein L31 pseudogene
EPB41	720360	EPB41	erythrocyte membrane protein band 4.1
GATAD2A	720361	GATAD2A	GATA zinc finger domain containing 2A
TMEM200B	720367	TMEM200B	transmembrane protein 200B
LOC720371	720371	LOC720371	exonuclease GOR-like
MAMU-I	720372	MAMU-I	major histocompatibility complex, class I, I
NOS1AP	720378	NOS1AP	nitric oxide synthase 1 adaptor protein
GMIP	720380	GMIP	GEM interacting protein
LOC720381	720381	LOC720381	zinc finger protein 665-like
LOC720388	720388	LOC720388	zinc finger protein 101
LOC720389	720389	LOC720389	ferritin heavy chain pseudogene
GABRG3	720390	GABRG3	gamma-aminobutyric acid type A receptor subunit gamma3
LOC720392	720392	LOC720392	putative speedy protein E7
PTPRU	720393	PTPRU	protein tyrosine phosphatase receptor type U
LOC720396	720396	LOC720396	endoplasmic reticulum resident protein 29
LOC720399	720399	LOC720399	3-keto-steroid reductase
LOC720402	720402	LOC720402	protein FAM90A27P-like
LOC720403	720403	LOC720403	40S ribosomal protein S4 pseudogene
LOC720405	720405	LOC720405	UDP-glucuronosyltransferase 2A1
P2RY8	720406	P2RY8	P2Y receptor family member 8
LOC720413	720413	LOC720413	zinc finger protein 813
LOC720414	720414	LOC720414	golgin subfamily A member 6C-like
LOC720418	720418	LOC720418	zinc finger protein 253
ZNF846	720422	ZNF846	zinc finger protein 846
LOC720423	720423	LOC720423	ral guanine nucleotide dissociation stimulator-like
LOC720434	720434	LOC720434	zinc finger protein 93
LOC720437	720437	LOC720437	zinc finger protein 85
LOC720438	720438	LOC720438	zinc finger protein 813-like
LOC720443	720443	LOC720443	tropomyosin alpha-3 chain pseudogene
MACMULV1R-PS1045	720446	MACMULV1R-PS1045	vomeronasal 1 receptor macMulV1R-ps1045 pseudogene
LOC720452	720452	LOC720452	immunoglobulin heavy variable 4-59
LOC720456	720456	LOC720456	T cell receptor delta variable 1-like
ZNF331	720460	ZNF331	zinc finger protein 331
LOC720465	720465	LOC720465	cationic amino acid transporter 3
FAM189A1	720466	FAM189A1	family with sequence similarity 189 member A1
DNAJB13	720475	DNAJB13	DnaJ heat shock protein family (Hsp40) member B13
LOC720477	720477	LOC720477	oligosaccharyltransferase complex subunit OSTC pseudogene
DPRX	720484	DPRX	divergent-paired related homeobox
BAG6	720485	BAG6	BAG cochaperone 6
LOC720490	720490	LOC720490	olfactory receptor 10Q1-like
ICAM5	720495	ICAM5	intercellular adhesion molecule 5
SIRT4	720498	SIRT4	sirtuin 4
LOC720502	720502	LOC720502	high mobility group protein HMG-I/HMG-Y-like
MYADM	720510	MYADM	myeloid associated differentiation marker
KEAP1	720514	KEAP1	kelch like ECH associated protein 1
ATXN3	720515	ATXN3	ataxin 3
GPR27	720525	GPR27	G protein-coupled receptor 27
AP1M2	720531	AP1M2	adaptor related protein complex 1 subunit mu 2
LOC720538	720538	LOC720538	T cell receptor gamma constant 1-like
CACNG6	720548	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6
TJP1	720550	TJP1	tight junction protein 1
FAM217B	720556	FAM217B	family with sequence similarity 217 member B
MBD4	720557	MBD4	methyl-CpG binding domain 4, DNA glycosylase
CD99	720563	CD99	CD99 molecule (Xg blood group)
PRPF31	720567	PRPF31	pre-mRNA processing factor 31
GYG2	720568	GYG2	glycogenin 2
LOC720574	720574	LOC720574	golgin subfamily A member 8S-like
ARSL	720575	ARSL	arylsulfatase L
LOC720579	720579	LOC720579	uncharacterized LOC720579
ARSH	720580	ARSH	arylsulfatase family member H
MAMU-DQA1	720582	MAMU-DQA1	major histocompatibility complex, class II, DQ alpha 1
CRELD2	720586	CRELD2	cysteine rich with EGF like domains 2
LOC720588	720588	LOC720588	pleckstrin homology domain-containing family B member 2
LOC720590	720590	LOC720590	tripartite motif-containing protein 43
PIM3	720591	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
TRPM1	720596	TRPM1	transient receptor potential cation channel subfamily M member 1
ZFYVE28	720600	ZFYVE28	zinc finger FYVE-type containing 28
TTLL8	720601	TTLL8	tubulin tyrosine ligase like 8
GPR39	720610	GPR39	G protein-coupled receptor 39
MOV10L1	720612	MOV10L1	Mov10 like RISC complex RNA helicase 1
PANX2	720613	PANX2	pannexin 2
PGAM2	720615	PGAM2	phosphoglycerate mutase 2
LOC720619	720619	LOC720619	putative serpin A13
DBNL	720621	DBNL	drebrin like
HMCN2	720622	HMCN2	hemicentin 2
LOC720628	720628	LOC720628	zinc finger protein 839-like
TUBGCP6	720629	TUBGCP6	tubulin gamma complex associated protein 6
LOC720632	720632	LOC720632	basic proline-rich protein-like
LOC720636	720636	LOC720636	cytochrome b-c1 complex subunit 9
KLF13	720644	KLF13	Kruppel like factor 13
PLXNB2	720646	PLXNB2	plexin B2
LOC720650	720650	LOC720650	translation initiation factor IF-2-like
LOC720656	720656	LOC720656	C-terminal-binding protein 2 pseudogene
PPP6R2	720657	PPP6R2	protein phosphatase 6 regulatory subunit 2
LOC720662	720662	LOC720662	peroxiredoxin-like 2C pseudogene
ADM2	720666	ADM2	adrenomedullin 2
MIOX	720668	MIOX	myo-inositol oxygenase
LMF2	720673	LMF2	lipase maturation factor 2
LOC720677	720677	LOC720677	tubulin beta-8 chain-like
OTUD7A	720680	OTUD7A	OTU deubiquitinase 7A
NACC1	720682	NACC1	nucleus accumbens associated 1
ODF3B	720683	ODF3B	outer dense fiber of sperm tails 3B
LOC720687	720687	LOC720687	40S ribosomal protein S5 pseudogene
KLHDC7B	720688	KLHDC7B	kelch domain containing 7B
SYCE3	720691	SYCE3	synaptonemal complex central element protein 3
CPT1B	720697	CPT1B	carnitine palmitoyltransferase 1B
LOC720703	720703	LOC720703	nuclear receptor coactivator 4 pseudogene
NPHP4	720707	NPHP4	nephrocystin 4
MAPK8IP2	720708	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2
CHD5	720712	CHD5	chromodomain helicase DNA binding protein 5
LOC720717	720717	LOC720717	testis-specific basic protein Y 1-like
FAM9A	720725	FAM9A	family with sequence similarity 9 member A
SIRT3	720737	SIRT3	sirtuin 3
NLRP6	720741	NLRP6	NLR family pyrin domain containing 6
C19H19orf53	720745	C19H19orf53	chromosome 19 C19orf53 homolog
LOC720748	720748	LOC720748	40S ribosomal protein SA-like
PPIL1	720759	PPIL1	peptidylprolyl isomerase like 1
LOC720763	720763	LOC720763	interferon-induced transmembrane protein 3-like
JMJD6	720764	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase
LOC720768	720768	LOC720768	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1
LOC720779	720779	LOC720779	plakophilin-3
ANKRD16	720787	ANKRD16	ankyrin repeat domain 16
LOC720791	720791	LOC720791	ribonuclease inhibitor
FBH1	720797	FBH1	F-box DNA helicase 1
LMNTD2	720799	LMNTD2	lamin tail domain containing 2
SHROOM2	720802	SHROOM2	shroom family member 2
SEPTIN9	720807	SEPTIN9	septin 9
LOC720809	720809	LOC720809	leydig cell tumor 10 kDa protein homolog pseudogene
WWC3	720812	WWC3	WWC family member 3
DEAF1	720821	DEAF1	DEAF1 transcription factor
EPS8L2	720824	EPS8L2	EPS8 like 2
TALDO1	720828	TALDO1	transaldolase 1
GATD1	720833	GATD1	glutamine amidotransferase like class 1 domain containing 1
MSL3	720836	MSL3	MSL complex subunit 3
LOC720839	720839	LOC720839	immunoglobulin heavy constant alpha 1-like
LOC720846	720846	LOC720846	coiled-coil domain-containing protein 105
LOC720847	720847	LOC720847	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform pseudogene
PRPS2	720853	PRPS2	phosphoribosyl pyrophosphate synthetase 2
C15H9orf116	720855	C15H9orf116	chromosome 15 C9orf116 homolog
LOC720866	720866	LOC720866	putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8
LOC720872	720872	LOC720872	serine/threonine-protein phosphatase 6 catalytic subunit
AP2A2	720875	AP2A2	adaptor related protein complex 2 subunit alpha 2
MUC6	720883	MUC6	mucin 6, oligomeric mucus/gel-forming
LOC720890	720890	LOC720890	immunoglobulin heavy variable 3-48-like
TCHP	720897	TCHP	trichoplein keratin filament binding
LOC720899	720899	LOC720899	immunoglobulin heavy variable 2-70D-like
LOC720901	720901	LOC720901	40S ribosomal protein S2 pseudogene
MUC2	720903	MUC2	mucin 2, oligomeric mucus/gel-forming
LOC720904	720904	LOC720904	immunoglobulin heavy variable 4-59
RAB9A	720906	RAB9A	RAB9A, member RAS oncogene family
FAM32A	720909	FAM32A	family with sequence similarity 32 member A
MUC5AC	720912	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
FUT7	720913	FUT7	fucosyltransferase 7
LOC720918	720918	LOC720918	immunoglobulin heavy variable 3-23-like
GEMIN8	720922	GEMIN8	gem nuclear organelle associated protein 8
LOC720925	720925	LOC720925	zinc finger protein 669-like
NRARP	720929	NRARP	NOTCH regulated ankyrin repeat protein
BEND7	720932	BEND7	BEN domain containing 7
LOC720935	720935	LOC720935	immunoglobulin heavy variable 4-61
LOC720938	720938	LOC720938	nucleophosmin pseudogene
LOC720944	720944	LOC720944	translationally-controlled tumor protein pseudogene
LAMB3	720945	LAMB3	laminin subunit beta 3
LOC720949	720949	LOC720949	immunoglobulin kappa variable 1-39-like
MOB2	720951	MOB2	MOB kinase activator 2
PIR	720959	PIR	pirin
DUSP8	720960	DUSP8	dual specificity phosphatase 8
CFI	720962	CFI	complement factor I
NCL	720965	NCL	nucleolin
LOC720974	720974	LOC720974	immunoglobulin heavy variable 7-4-1
LOC720980	720980	LOC720980	immunoglobulin heavy variable 7-4-1-like
NMUR1	720982	NMUR1	neuromedin U receptor 1
LOC720985	720985	LOC720985	immunoglobulin heavy variable 4-59
ZRSR2	720986	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2
TAS1R1	720987	TAS1R1	taste 1 receptor member 1
IGHV@	720992	IGHV@	immunoglobulin heavy variable group
SLC49A4	720996	SLC49A4	solute carrier family 49 member 4
LOC721002	721002	LOC721002	immunoglobulin heavy variable 4-39
ARRDC1	721003	ARRDC1	arrestin domain containing 1
PLPP2	721004	PLPP2	phospholipid phosphatase 2
LOC721006	721006	LOC721006	60S ribosomal protein L6-like
IFITM10	721010	IFITM10	interferon induced transmembrane protein 10
CTPS2	721014	CTPS2	CTP synthase 2
KCNJ4	721015	KCNJ4	potassium inwardly rectifying channel subfamily J member 4
LOC721016	721016	LOC721016	acyl-protein thioesterase 1-like
LOC721017	721017	LOC721017	immunoglobulin heavy variable 1-69-like
SHC2	721021	SHC2	SHC adaptor protein 2
REPS2	721024	REPS2	RALBP1 associated Eps domain containing 2
SYT8	721025	SYT8	synaptotagmin 8
ODF3L2	721026	ODF3L2	outer dense fiber of sperm tails 3 like 2
CENPQ	721027	CENPQ	centromere protein Q
APOBEC3A	721030	APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A
MADCAM1	721034	MADCAM1	mucosal vascular addressin cell adhesion molecule 1
TNNI2	721041	TNNI2	troponin I2, fast skeletal type
LOC721043	721043	LOC721043	immunoglobulin heavy variable 1-8-like
APOBEC3B	721047	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
LSP1	721048	LSP1	lymphocyte specific protein 1
ROPN1	721050	ROPN1	rhophilin associated tail protein 1
ALPI	721052	ALPI	alkaline phosphatase, intestinal
ECEL1	721061	ECEL1	endothelin converting enzyme like 1
BSG	721068	BSG	basigin (Ok blood group)
LOC721083	721083	LOC721083	immunoglobulin heavy variable 4-28
LOC721088	721088	LOC721088	uncharacterized LOC721088
LOC721089	721089	LOC721089	immunoglobulin heavy variable 3-33-like
FSTL3	721100	FSTL3	follistatin like 3
LOC721104	721104	LOC721104	immunoglobulin heavy variable 3-7-like
PRSS57	721106	PRSS57	serine protease 57
LOC721108	721108	LOC721108	immunoglobulin heavy variable 5-51-like
LOC721109	721109	LOC721109	kin of IRRE-like protein 2
PALM	721111	PALM	paralemmin
LOC721116	721116	LOC721116	immunoglobulin heavy variable 3-72-like
LOC721119	721119	LOC721119	immunoglobulin heavy variable 3-23-like
LOC721121	721121	LOC721121	leucine-rich repeat extensin-like protein 5
PLPPR3	721125	PLPPR3	phospholipid phosphatase related 3
PRTN3	721131	PRTN3	proteinase 3
LOC721132	721132	LOC721132	immunoglobulin heavy variable 3-43D-like
TH	721137	TH	tyrosine hydroxylase
CFD	721138	CFD	complement factor D
LOC721139	721139	LOC721139	immunoglobulin heavy variable 2-5-like
MED16	721141	MED16	mediator complex subunit 16
LOC721145	721145	LOC721145	golgin subfamily A member 6-like protein 6
LOC721152	721152	LOC721152	diazepam-binding inhibitor-like 5
GRIN3B	721155	GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B
LOC721156	721156	LOC721156	ATP synthase F(0) complex subunit C1, mitochondrial-like
CHADL	721158	CHADL	chondroadherin like
LOC721160	721160	LOC721160	thymosin beta-4 pseudogene
TMEM259	721161	TMEM259	transmembrane protein 259
TIMM22	721162	TIMM22	translocase of inner mitochondrial membrane 22
IL17D	721163	IL17D	interleukin 17D
CNN2	721164	CNN2	calponin 2
ARHGAP45	721173	ARHGAP45	Rho GTPase activating protein 45
ASCL2	721175	ASCL2	achaete-scute family bHLH transcription factor 2
POLR2E	721178	POLR2E	RNA polymerase II, I and III subunit E
ABR	721180	ABR	ABR activator of RhoGEF and GTPase
SBNO2	721186	SBNO2	strawberry notch homolog 2
BHLHA9	721190	BHLHA9	basic helix-loop-helix family member a9
LOC721191	721191	LOC721191	high mobility group protein B2 pseudogene
LOC721192	721192	LOC721192	60S ribosomal protein L5-like
LOC721200	721200	LOC721200	complement C4-A
CBARP	721208	CBARP	CACN subunit beta associated regulatory protein
KCNQ1	721211	KCNQ1	potassium voltage-gated channel subfamily Q member 1
MIDN	721215	MIDN	midnolin
MYO1C	721217	MYO1C	myosin IC
