alias	gene_id	gene_symbol	gene_desc
LOC106558900	106558900	LOC106558900	RNA polymerase III subunit E
LOC106558901	106558901	LOC106558901	60S ribosomal protein L31-like
ZSCAN32	106558902	ZSCAN32	zinc finger and SCAN domain containing 32
LOC106558903	106558903	LOC106558903	glycine-rich cell wall structural protein 1-like
OR6C260P	106558904	OR6C260P	olfactory receptor family 6 subfamily C member 260, pseudogene
LOC106558905	106558905	LOC106558905	olfactory receptor 6C74-like
LOC106558908	106558908	LOC106558908	60S ribosomal protein L32 pseudogene
LOC106558910	106558910	LOC106558910	basic salivary proline-rich protein 2-like
LOC106558911	106558911	LOC106558911	guanylate-binding protein 7-like
LOC106558914	106558914	LOC106558914	tigger transposable element-derived protein 1-like
LOC106558915	106558915	LOC106558915	collagen alpha-1(I) chain-like
LOC106558916	106558916	LOC106558916	uncharacterized LOC106558916
CHP2	106558917	CHP2	calcineurin like EF-hand protein 2
LOC106558918	106558918	LOC106558918	uncharacterized LOC106558918
LOC106558920	106558920	LOC106558920	60S ribosomal protein L21 pseudogene
LOC106558921	106558921	LOC106558921	uncharacterized LOC106558921
OR6C6LP	106558922	OR6C6LP	olfactory receptor family 6 subfamily C member 6L, pseudogene
LOC106558923	106558923	LOC106558923	60S ribosomal protein L21 pseudogene
LOC106558924	106558924	LOC106558924	uncharacterized LOC106558924
LOC106558929	106558929	LOC106558929	uncharacterized LOC106558929
LOC106558930	106558930	LOC106558930	uncharacterized LOC106558930
LOC106558931	106558931	LOC106558931	thyroid receptor-interacting protein 11 pseudogene
LOC106558932	106558932	LOC106558932	60S ribosomal protein L23a pseudogene
LOC106558933	106558933	LOC106558933	glyceraldehyde-3-phosphate dehydrogenase-like
ZNF583	106558934	ZNF583	zinc finger protein 583
LOC106558935	106558935	LOC106558935	uncharacterized LOC106558935
OR2C1	106558939	OR2C1	olfactory receptor family 2 subfamily C member 1
LOC106558940	106558940	LOC106558940	uncharacterized LOC106558940
LOC106558941	106558941	LOC106558941	testisin-like
LOC106558942	106558942	LOC106558942	zinc finger protein 420-like
LOC106558944	106558944	LOC106558944	uncharacterized LOC106558944
MCRIP2	106558945	MCRIP2	MAPK regulated corepressor interacting protein 2
POLR3K	106558946	POLR3K	RNA polymerase III subunit K
OR6Z1	106558949	OR6Z1	olfactory receptor family 6 subfamily Z member 1
LOC106558950	106558950	LOC106558950	uncharacterized LOC106558950
LOC106558951	106558951	LOC106558951	ral guanine nucleotide dissociation stimulator-like
LOC106558952	106558952	LOC106558952	uncharacterized LOC106558952
LOC106558953	106558953	LOC106558953	60S ribosomal protein L17 pseudogene
LOC106558956	106558956	LOC106558956	uncharacterized LOC106558956
LOC106558957	106558957	LOC106558957	glyceraldehyde-3-phosphate dehydrogenase pseudogene
LOC106558958	106558958	LOC106558958	uncharacterized LOC106558958
LOC106558959	106558959	LOC106558959	uncharacterized LOC106558959
LOC106558962	106558962	LOC106558962	etoposide-induced protein 2.4 homolog pseudogene
LOC106558963	106558963	LOC106558963	uncharacterized LOC106558963
LOC106558964	106558964	LOC106558964	60S ribosomal protein L37a-like
LOC106558965	106558965	LOC106558965	uncharacterized LOC106558965
LOC106558966	106558966	LOC106558966	uncharacterized LOC106558966
LOC106558967	106558967	LOC106558967	uncharacterized LOC106558967
LOC106558968	106558968	LOC106558968	uncharacterized LOC106558968
LOC106558969	106558969	LOC106558969	epididymal protein 13
LOC106558971	106558971	LOC106558971	uncharacterized LOC106558971
LOC106558973	106558973	LOC106558973	uncharacterized LOC106558973
LOC106558975	106558975	LOC106558975	uncharacterized LOC106558975
LOC106558978	106558978	LOC106558978	uncharacterized LOC106558978
LOC106558979	106558979	LOC106558979	uncharacterized LOC106558979
LOC106558980	106558980	LOC106558980	60S ribosomal protein L9 pseudogene
LOC106558981	106558981	LOC106558981	translation initiation factor IF-2-like
LOC106558983	106558983	LOC106558983	zinc finger protein 268-like
LOC106558984	106558984	LOC106558984	60S ribosomal protein L17 pseudogene
LOC106558985	106558985	LOC106558985	60S ribosomal protein L37a-like
LOC106558986	106558986	LOC106558986	translationally-controlled tumor protein pseudogene
LOC106558987	106558987	LOC106558987	potassium voltage-gated channel subfamily H member 1-like
LOC106558988	106558988	LOC106558988	uncharacterized LOC106558988
LOC106558990	106558990	LOC106558990	translation initiation factor IF-2-like
LOC106558991	106558991	LOC106558991	uncharacterized LOC106558991
LOC106558992	106558992	LOC106558992	translation initiation factor IF-2-like
CLEC20A	106558993	CLEC20A	C-type lectin domain containing 20A
LOC106558994	106558994	LOC106558994	60S ribosomal protein L10a pseudogene
LOC106558995	106558995	LOC106558995	zinc finger protein 347-like
LOC106558998	106558998	LOC106558998	uncharacterized LOC106558998
LOC106558999	106558999	LOC106558999	zinc finger protein 677-like
LOC106559000	106559000	LOC106559000	uncharacterized LOC106559000
LOC106559001	106559001	LOC106559001	uncharacterized LOC106559001
LOC106559002	106559002	LOC106559002	uncharacterized LOC106559002
LOC106559004	106559004	LOC106559004	60S ribosomal protein L21 pseudogene
LOC106559005	106559005	LOC106559005	uncharacterized LOC106559005
LOC106559006	106559006	LOC106559006	uncharacterized LOC106559006
LOC106559007	106559007	LOC106559007	uncharacterized LOC106559007
LOC106559008	106559008	LOC106559008	uncharacterized LOC106559008
LOC106559009	106559009	LOC106559009	uncharacterized LOC106559009
LOC106559010	106559010	LOC106559010	uncharacterized LOC106559010
LOC106559011	106559011	LOC106559011	60S ribosomal protein L23a pseudogene
LOC106559013	106559013	LOC106559013	uncharacterized LOC106559013
LOC106559014	106559014	LOC106559014	uncharacterized LOC106559014
LOC106559015	106559015	LOC106559015	uncharacterized LOC106559015
LOC106559016	106559016	LOC106559016	uncharacterized LOC106559016
LOC106559017	106559017	LOC106559017	uncharacterized LOC106559017
LOC106559018	106559018	LOC106559018	uncharacterized LOC106559018
LOC106559020	106559020	LOC106559020	40S ribosomal protein S15a pseudogene
LOC106559021	106559021	LOC106559021	uncharacterized LOC106559021
LOC106559022	106559022	LOC106559022	small nuclear ribonucleoprotein G pseudogene
LOC106559023	106559023	LOC106559023	uncharacterized LOC106559023
LOC106559024	106559024	LOC106559024	ubiquitin-conjugating enzyme E2 variant 1 pseudogene
LOC106559025	106559025	LOC106559025	60S ribosomal protein L31 pseudogene
LOC106559026	106559026	LOC106559026	uncharacterized LOC106559026
KIAA0040	106559027	KIAA0040	KIAA0040
TEX50	106559028	TEX50	testis expressed 50
VAMP4	106559029	VAMP4	vesicle associated membrane protein 4
LOC106559032	106559032	LOC106559032	uncharacterized LOC106559032
LOC106559034	106559034	LOC106559034	40S ribosomal protein S27-like
LOC106559035	106559035	LOC106559035	zinc finger protein 420-like
LOC106559037	106559037	LOC106559037	uncharacterized LOC106559037
LOC106559039	106559039	LOC106559039	uncharacterized LOC106559039
LOC106559042	106559042	LOC106559042	zinc finger protein 665-like
LOC106559047	106559047	LOC106559047	uncharacterized LOC106559047
TSACC	106559049	TSACC	TSSK6 activating cochaperone
LOC106559051	106559051	LOC106559051	uncharacterized LOC106559051
LOC106559052	106559052	LOC106559052	GTP-binding nuclear protein Ran-like
LOC106559055	106559055	LOC106559055	40S ribosomal protein S24 pseudogene
LOC106559057	106559057	LOC106559057	zinc finger protein 569-like
LOC106559058	106559058	LOC106559058	60S ribosomal protein L23a pseudogene
LOC106559062	106559062	LOC106559062	AP-2 complex subunit beta pseudogene
LOC106559063	106559063	LOC106559063	tigger transposable element-derived protein 1-like
LOC106559064	106559064	LOC106559064	tigger transposable element-derived protein 1-like
LOC106559065	106559065	LOC106559065	glyceraldehyde-3-phosphate dehydrogenase pseudogene
LOC106559066	106559066	LOC106559066	uncharacterized LOC106559066
LOC106559068	106559068	LOC106559068	40S ribosomal protein S24-like
LOC106559069	106559069	LOC106559069	uncharacterized LOC106559069
LOC106559070	106559070	LOC106559070	uncharacterized LOC106559070
LOC106559071	106559071	LOC106559071	60S ribosomal protein L7a pseudogene
LOC106559073	106559073	LOC106559073	RNA-binding protein PNO1 pseudogene
LOC106559074	106559074	LOC106559074	uncharacterized LOC106559074
AKAIN1	106559075	AKAIN1	A-kinase anchor inhibitor 1
LOC106559079	106559079	LOC106559079	uncharacterized LOC106559079
LOC106559080	106559080	LOC106559080	60S ribosomal protein L27a pseudogene
LOC106559081	106559081	LOC106559081	transmembrane protein 229A-like
LOC106559083	106559083	LOC106559083	60S ribosomal protein L21 pseudogene
LOC106559084	106559084	LOC106559084	40S ribosomal protein S20 pseudogene
LOC106559086	106559086	LOC106559086	T-cell receptor alpha chain V region 2B4-like
LOC106559087	106559087	LOC106559087	T-cell receptor alpha chain V region PHDS58-like
LOC106559089	106559089	LOC106559089	T-cell receptor alpha chain V region 2B4-like
LOC106559090	106559090	LOC106559090	T-cell receptor alpha chain V region CTL-L17-like
LOC106559093	106559093	LOC106559093	T-cell receptor alpha chain V region HPB-MLT-like
LOC106559094	106559094	LOC106559094	T-cell receptor alpha chain V region HPB-MLT-like
LOC106559095	106559095	LOC106559095	T-cell receptor alpha chain V region RL-5-like
LOC106559096	106559096	LOC106559096	vegetative cell wall protein gp1-like
LOC106559098	106559098	LOC106559098	mitochondrial pyruvate carrier 2 pseudogene
LOC106559099	106559099	LOC106559099	60S ribosomal protein L7a pseudogene
LOC106559101	106559101	LOC106559101	elongin BC and Polycomb repressive complex 2-associated protein-like
LOC106559102	106559102	LOC106559102	uncharacterized LOC106559102
PELI2	106559103	PELI2	pellino E3 ubiquitin protein ligase family member 2
LOC106559104	106559104	LOC106559104	elongation factor 1-alpha 1 pseudogene
LOC106559105	106559105	LOC106559105	glyceraldehyde-3-phosphate dehydrogenase pseudogene
LOC106559106	106559106	LOC106559106	collagen alpha-1(I) chain-like
LOC106559109	106559109	LOC106559109	basic proline-rich protein-like
LOC106559110	106559110	LOC106559110	immunoglobulin heavy variable 3-23-like
LOC106559111	106559111	LOC106559111	immunoglobulin heavy variable 3-11-like
LOC106559113	106559113	LOC106559113	Ig heavy chain V region MOPC 21 pseudogene
LOC106559114	106559114	LOC106559114	immunoglobulin heavy variable 1-46-like
LOC106559115	106559115	LOC106559115	immunoglobulin heavy variable 3-23-like
LOC106559116	106559116	LOC106559116	immunoglobulin heavy variable 3-74-like
LOC106559117	106559117	LOC106559117	immunoglobulin heavy variable 3-74-like
LOC106559118	106559118	LOC106559118	immunoglobulin heavy variable 3-23-like
LOC106559119	106559119	LOC106559119	immunoglobulin heavy variable 3-23-like
LOC106559120	106559120	LOC106559120	immunoglobulin heavy variable 3-23-like
LOC106559121	106559121	LOC106559121	immunoglobulin heavy variable 3-74-like
LOC106559125	106559125	LOC106559125	immunoglobulin heavy variable 3-11-like
LOC106559127	106559127	LOC106559127	immunoglobulin heavy variable 3-74-like
LOC106559128	106559128	LOC106559128	immunoglobulin heavy variable 3-23-like
LOC106559129	106559129	LOC106559129	60S ribosomal protein L27a pseudogene
LOC106559130	106559130	LOC106559130	elongation factor 1-alpha 1 pseudogene
LOC106559131	106559131	LOC106559131	uncharacterized LOC106559131
ZNF566	106559132	ZNF566	zinc finger protein 566
LOC106559133	106559133	LOC106559133	uncharacterized LOC106559133
LOC106559134	106559134	LOC106559134	uncharacterized LOC106559134
LOC106559135	106559135	LOC106559135	uncharacterized LOC106559135
LOC106559136	106559136	LOC106559136	uncharacterized LOC106559136
LOC106559137	106559137	LOC106559137	uncharacterized LOC106559137
LOC106559138	106559138	LOC106559138	uncharacterized LOC106559138
LOC106559139	106559139	LOC106559139	uncharacterized LOC106559139
LOC106559141	106559141	LOC106559141	immunoglobulin lambda variable 1-47-like
LOC106559142	106559142	LOC106559142	60S ribosomal protein L31 pseudogene
ZNF260	106559144	ZNF260	zinc finger protein 260
ZNF793	106559145	ZNF793	zinc finger protein 793
LTB4R	106559146	LTB4R	leukotriene B4 receptor
CTSG	106559147	CTSG	cathepsin G
LOC106559148	106559148	LOC106559148	uncharacterized LOC106559148
LOC106559150	106559150	LOC106559150	uncharacterized LOC106559150
LOC106559154	106559154	LOC106559154	40S ribosomal protein S11-like
LOC106559156	106559156	LOC106559156	non-histone chromosomal protein HMG-14 pseudogene
LOC106559157	106559157	LOC106559157	uncharacterized LOC106559157
LOC106559158	106559158	LOC106559158	uncharacterized LOC106559158
LOC106559159	106559159	LOC106559159	homeobox expressed in ES cells 1-like
LOC106559160	106559160	LOC106559160	uncharacterized LOC106559160
LOC106559161	106559161	LOC106559161	60S ribosomal protein L23a pseudogene
LOC106559162	106559162	LOC106559162	uncharacterized LOC106559162
LOC106559163	106559163	LOC106559163	60S ribosomal protein L27a-like
LOC106559164	106559164	LOC106559164	serine/arginine repetitive matrix protein 1-like
LOC106559165	106559165	LOC106559165	uncharacterized LOC106559165
LOC106559166	106559166	LOC106559166	uncharacterized LOC106559166
LOC106559168	106559168	LOC106559168	uncharacterized LOC106559168
LOC106559170	106559170	LOC106559170	40S ribosomal protein SA-like
LOC106559172	106559172	LOC106559172	uncharacterized LOC106559172
LOC106559174	106559174	LOC106559174	H/ACA ribonucleoprotein complex subunit 3 pseudogene
LOC106559176	106559176	LOC106559176	uncharacterized LOC106559176
RIOX1	106559177	RIOX1	ribosomal oxygenase 1
LOC106559178	106559178	LOC106559178	60S ribosomal protein L6 pseudogene
LOC106559180	106559180	LOC106559180	homeobox protein NANOG pseudogene
LOC106559183	106559183	LOC106559183	zinc finger protein 345-like
LOC106559184	106559184	LOC106559184	elongation factor 1-alpha 1 pseudogene
LOC106559186	106559186	LOC106559186	uncharacterized LOC106559186
LOC106559187	106559187	LOC106559187	uncharacterized LOC106559187
LOC106559188	106559188	LOC106559188	uncharacterized LOC106559188
LOC106559189	106559189	LOC106559189	40S ribosomal protein S15a pseudogene
LOC106559190	106559190	LOC106559190	uncharacterized LOC106559190
LOC106559191	106559191	LOC106559191	calcyclin-binding protein-like
LOC106559192	106559192	LOC106559192	uncharacterized LOC106559192
LOC106559193	106559193	LOC106559193	uncharacterized LOC106559193
LOC106559195	106559195	LOC106559195	uncharacterized LOC106559195
LOC106559196	106559196	LOC106559196	uncharacterized LOC106559196
LOC106559197	106559197	LOC106559197	uncharacterized LOC106559197
C8H14orf132	106559199	C8H14orf132	chromosome 8 C14orf132 homolog
LOC106559202	106559202	LOC106559202	uncharacterized LOC106559202
LOC106559203	106559203	LOC106559203	uncharacterized LOC106559203
LOC106559204	106559204	LOC106559204	uncharacterized LOC106559204
LOC106559206	106559206	LOC106559206	uncharacterized LOC106559206
LOC106559207	106559207	LOC106559207	V-type proton ATPase subunit G 1 pseudogene
LOC106559208	106559208	LOC106559208	zinc finger protein 211-like
LOC106559209	106559209	LOC106559209	immunoglobulin heavy variable 3-48-like
LOC106559210	106559210	LOC106559210	immunoglobulin heavy variable 3-74-like
LOC106559211	106559211	LOC106559211	immunoglobulin heavy variable 3-74-like
LOC106559212	106559212	LOC106559212	immunoglobulin heavy variable 3-48-like
LOC106559214	106559214	LOC106559214	immunoglobulin heavy variable 3-48-like
LOC106559215	106559215	LOC106559215	cornifin-B-like
LOC106559216	106559216	LOC106559216	myosin regulatory light polypeptide 9 pseudogene
RAC3	106559217	RAC3	Rac family small GTPase 3
LOC106559218	106559218	LOC106559218	60S ribosomal protein L27a pseudogene
LOC106559220	106559220	LOC106559220	uncharacterized LOC106559220
TTYH2	106559221	TTYH2	tweety family member 2
RPL38	106559222	RPL38	ribosomal protein L38
CPSF4L	106559223	CPSF4L	cleavage and polyadenylation specific factor 4 like
SLC39A11	106559224	SLC39A11	solute carrier family 39 member 11
LOC106559226	106559226	LOC106559226	uncharacterized LOC106559226
DMRT2	106559228	DMRT2	doublesex and mab-3 related transcription factor 2
LOC106559229	106559229	LOC106559229	uncharacterized LOC106559229
LOC106559231	106559231	LOC106559231	uncharacterized LOC106559231
LOC106559232	106559232	LOC106559232	uncharacterized LOC106559232
LOC106559233	106559233	LOC106559233	uncharacterized LOC106559233
LOC106559234	106559234	LOC106559234	protein transport protein Sec61 subunit gamma-like
LOC106559235	106559235	LOC106559235	uncharacterized LOC106559235
SMIM6	106559237	SMIM6	small integral membrane protein 6
LOC106559238	106559238	LOC106559238	uncharacterized LOC106559238
ZSCAN4	106559239	ZSCAN4	zinc finger and SCAN domain containing 4
LOC106559242	106559242	LOC106559242	uncharacterized LOC106559242
LOC106559243	106559243	LOC106559243	uncharacterized LOC106559243
LOC106559247	106559247	LOC106559247	uncharacterized LOC106559247
LOC106559248	106559248	LOC106559248	uncharacterized LOC106559248
LOC106559249	106559249	LOC106559249	uncharacterized LOC106559249
OR10AM6P	106559250	OR10AM6P	olfactory receptor family 10 subfamily AM member 6, pseudogene
FCAR	106559252	FCAR	Fc fragment of IgA receptor
LOC106559253	106559253	LOC106559253	uncharacterized LOC106559253
LOC106559254	106559254	LOC106559254	uncharacterized LOC106559254
LOC106559255	106559255	LOC106559255	uncharacterized LOC106559255
LOC106559258	106559258	LOC106559258	T-cell-interacting, activating receptor on myeloid cells protein 1-like
LOC106559259	106559259	LOC106559259	uncharacterized LOC106559259
LOC106559260	106559260	LOC106559260	high mobility group protein B1 pseudogene
LOC106559261	106559261	LOC106559261	arginine-fifty homeobox-like
DPRX	106559262	DPRX	divergent-paired related homeobox
LOC106559263	106559263	LOC106559263	putative protein ZNF720
LOC106559265	106559265	LOC106559265	60S ribosomal protein L27a-like
LOC106559266	106559266	LOC106559266	60S ribosomal protein L35a pseudogene
LOC106559267	106559267	LOC106559267	60S ribosomal protein L37 pseudogene
LOC106559269	106559269	LOC106559269	uncharacterized LOC106559269
LOC106559271	106559271	LOC106559271	high mobility group protein B1 pseudogene
LOC106559272	106559272	LOC106559272	PHD finger protein 12-like
LOC106559273	106559273	LOC106559273	general transcription factor II-I-like
LOC106559274	106559274	LOC106559274	uncharacterized LOC106559274
LOC106559275	106559275	LOC106559275	zinc finger protein 724-like
LOC106559276	106559276	LOC106559276	60S ribosomal protein L7-like 1
LOC106559277	106559277	LOC106559277	60S ribosomal protein L12 pseudogene
LOC106559278	106559278	LOC106559278	apoptosis regulatory protein Siva pseudogene
LOC106559279	106559279	LOC106559279	uncharacterized LOC106559279
C1H19orf84	106559280	C1H19orf84	chromosome 1 C19orf84 homolog
LOC106559281	106559281	LOC106559281	SIGLEC family-like protein 1
LOC106559282	106559282	LOC106559282	circumsporozoite protein
C1H19orf73	106559283	C1H19orf73	chromosome 1 C19orf73 homolog
LOC106559286	106559286	LOC106559286	uncharacterized LOC106559286
LOC106559287	106559287	LOC106559287	keratin-associated protein 9-9-like
LOC106559288	106559288	LOC106559288	uncharacterized LOC106559288
LOC106559289	106559289	LOC106559289	uncharacterized LOC106559289
LOC106559290	106559290	LOC106559290	uncharacterized LOC106559290
LOC106559291	106559291	LOC106559291	uncharacterized LOC106559291
LOC106559292	106559292	LOC106559292	uncharacterized LOC106559292
LOC106559295	106559295	LOC106559295	uncharacterized LOC106559295
LOC106559296	106559296	LOC106559296	uncharacterized LOC106559296
LOC106559298	106559298	LOC106559298	translation initiation factor IF-2-like
LOC106559300	106559300	LOC106559300	uncharacterized LOC106559300
LOC106559301	106559301	LOC106559301	zinc finger protein 2
LOC106559302	106559302	LOC106559302	uncharacterized LOC106559302
LOC106559303	106559303	LOC106559303	zinc finger protein 345-like
LOC106559304	106559304	LOC106559304	uncharacterized LOC106559304
LOC106559306	106559306	LOC106559306	uncharacterized LOC106559306
LOC106559307	106559307	LOC106559307	uncharacterized LOC106559307
LOC106559308	106559308	LOC106559308	60S ribosomal protein L26 pseudogene
LOC106559309	106559309	LOC106559309	uncharacterized LOC106559309
LOC106559310	106559310	LOC106559310	uncharacterized LOC106559310
RPL23A	106559313	RPL23A	ribosomal protein L23a
LOC106559315	106559315	LOC106559315	uncharacterized LOC106559315
LOC106559316	106559316	LOC106559316	uncharacterized LOC106559316
LOC106559317	106559317	LOC106559317	peptidyl-prolyl cis-trans isomerase A pseudogene
LOC106559318	106559318	LOC106559318	uncharacterized LOC106559318
LOC106559319	106559319	LOC106559319	uncharacterized LOC106559319
LOC106559323	106559323	LOC106559323	mitochondrial import inner membrane translocase subunit Tim9 pseudogene
LOC106559325	106559325	LOC106559325	peptidyl-prolyl cis-trans isomerase A pseudogene
LOC106559326	106559326	LOC106559326	60S ribosomal protein L23a pseudogene
LOC106559328	106559328	LOC106559328	uncharacterized LOC106559328
LOC106559329	106559329	LOC106559329	formin-like protein 7
LOC106559330	106559330	LOC106559330	uncharacterized LOC106559330
LOC106559331	106559331	LOC106559331	uncharacterized LOC106559331
LOC106559335	106559335	LOC106559335	uncharacterized LOC106559335
LOC106559337	106559337	LOC106559337	40S ribosomal protein S20 pseudogene
LOC106559338	106559338	LOC106559338	uncharacterized LOC106559338
LOC106559340	106559340	LOC106559340	uncharacterized LOC106559340
LOC106559342	106559342	LOC106559342	U1 small nuclear ribonucleoprotein C pseudogene
LOC106559343	106559343	LOC106559343	basic proline-rich protein-like
LOC106559344	106559344	LOC106559344	translationally-controlled tumor protein pseudogene
LOC106559345	106559345	LOC106559345	60S ribosomal protein L9-like
LOC106559346	106559346	LOC106559346	40S ribosomal protein S24 pseudogene
LOC106559347	106559347	LOC106559347	retrovirus-related Pol polyprotein
LOC106559348	106559348	LOC106559348	uncharacterized LOC106559348
LOC106559349	106559349	LOC106559349	uncharacterized LOC106559349
LOC106559350	106559350	LOC106559350	uncharacterized LOC106559350
LOC106559351	106559351	LOC106559351	60S ribosomal protein L7-like
LOC106559352	106559352	LOC106559352	60S ribosomal protein L21 pseudogene
LOC106559353	106559353	LOC106559353	uncharacterized LOC106559353
LOC106559355	106559355	LOC106559355	uncharacterized LOC106559355
LOC106559357	106559357	LOC106559357	uncharacterized LOC106559357
LOC106559359	106559359	LOC106559359	40S ribosomal protein S24 pseudogene
LOC106559361	106559361	LOC106559361	uncharacterized LOC106559361
LOC106559362	106559362	LOC106559362	uncharacterized LOC106559362
LOC106559363	106559363	LOC106559363	uncharacterized LOC106559363
LOC106559371	106559371	LOC106559371	40S ribosomal protein S15a pseudogene
LOC106559373	106559373	LOC106559373	uncharacterized LOC106559373
LOC106559375	106559375	LOC106559375	60S ribosomal protein L17 pseudogene
LOC106559376	106559376	LOC106559376	uncharacterized LOC106559376
LOC106559378	106559378	LOC106559378	uncharacterized LOC106559378
LOC106559379	106559379	LOC106559379	uncharacterized LOC106559379
LOC106559381	106559381	LOC106559381	uncharacterized LOC106559381
LOC106559383	106559383	LOC106559383	uncharacterized LOC106559383
LOC106559384	106559384	LOC106559384	uncharacterized LOC106559384
LOC106559386	106559386	LOC106559386	uncharacterized LOC106559386
LOC106559387	106559387	LOC106559387	uncharacterized LOC106559387
C1GALT1C1L	106559390	C1GALT1C1L	C1GALT1 specific chaperone 1 like
LOC106559391	106559391	LOC106559391	annexin A2 pseudogene
LOC106559393	106559393	LOC106559393	uncharacterized LOC106559393
SYNGR1	106559395	SYNGR1	synaptogyrin 1
LOC106559396	106559396	LOC106559396	uncharacterized LOC106559396
LOC106559397	106559397	LOC106559397	uncharacterized LOC106559397
LOC106559399	106559399	LOC106559399	eukaryotic translation initiation factor 1 pseudogene
LOC106559400	106559400	LOC106559400	39S ribosomal protein L46, mitochondrial pseudogene
LOC106559402	106559402	LOC106559402	proline-rich protein HaeIII subfamily 1-like
LOC106559403	106559403	LOC106559403	basic proline-rich protein-like
VAX2	106559406	VAX2	ventral anterior homeobox 2
LOC106559407	106559407	LOC106559407	uncharacterized LOC106559407
LOC106559408	106559408	LOC106559408	uncharacterized LOC106559408
LOC106559409	106559409	LOC106559409	uncharacterized LOC106559409
LOC106559410	106559410	LOC106559410	uncharacterized LOC106559410
LOC106559411	106559411	LOC106559411	uncharacterized LOC106559411
LOC106559413	106559413	LOC106559413	uncharacterized LOC106559413
LOC106559414	106559414	LOC106559414	TSSK6-activating co-chaperone protein pseudogene
LOC106559415	106559415	LOC106559415	uncharacterized LOC106559415
LOC106559416	106559416	LOC106559416	uncharacterized LOC106559416
LOC106559417	106559417	LOC106559417	uncharacterized LOC106559417
LOC106559418	106559418	LOC106559418	40S ribosomal protein S24 pseudogene
LOC106559419	106559419	LOC106559419	uncharacterized LOC106559419
LOC106559420	106559420	LOC106559420	uncharacterized LOC106559420
LOC106559422	106559422	LOC106559422	uncharacterized LOC106559422
LOC106559423	106559423	LOC106559423	uncharacterized LOC106559423
LOC106559424	106559424	LOC106559424	uncharacterized LOC106559424
LOC106559425	106559425	LOC106559425	non-histone chromosomal protein HMG-17 pseudogene
LOC106559427	106559427	LOC106559427	uncharacterized LOC106559427
LOC106559429	106559429	LOC106559429	uncharacterized LOC106559429
LOC106559430	106559430	LOC106559430	uncharacterized LOC106559430
LOC106559434	106559434	LOC106559434	uncharacterized LOC106559434
LOC106559435	106559435	LOC106559435	uncharacterized LOC106559435
LOC106559436	106559436	LOC106559436	uncharacterized LOC106559436
LOC106559437	106559437	LOC106559437	uncharacterized LOC106559437
LOC106559439	106559439	LOC106559439	uncharacterized LOC106559439
LOC106559441	106559441	LOC106559441	uncharacterized LOC106559441
LOC106559442	106559442	LOC106559442	60S ribosomal protein L7a pseudogene
LOC106559443	106559443	LOC106559443	uncharacterized LOC106559443
LOC106559444	106559444	LOC106559444	60S ribosomal protein L23a pseudogene
LOC106559446	106559446	LOC106559446	uncharacterized LOC106559446
LOC106559447	106559447	LOC106559447	uncharacterized LOC106559447
LOC106559450	106559450	LOC106559450	non-histone chromosomal protein HMG-17 pseudogene
LOC106559451	106559451	LOC106559451	uncharacterized LOC106559451
LOC106559452	106559452	LOC106559452	40S ribosomal protein S24 pseudogene
LOC106559453	106559453	LOC106559453	T-cell-specific guanine nucleotide triphosphate-binding protein 1-like
LOC106559454	106559454	LOC106559454	U1 small nuclear ribonucleoprotein C pseudogene
LOC106559456	106559456	LOC106559456	keratin-associated protein 10-1-like
LOC106559457	106559457	LOC106559457	nuclear pore-associated protein 1-like
LOC106559459	106559459	LOC106559459	uncharacterized LOC106559459
LOC106559460	106559460	LOC106559460	uncharacterized LOC106559460
LOC106559461	106559461	LOC106559461	40S ribosomal protein S15a pseudogene
LOC106559462	106559462	LOC106559462	uncharacterized LOC106559462
LOC106559464	106559464	LOC106559464	uncharacterized LOC106559464
LOC106559465	106559465	LOC106559465	uncharacterized LOC106559465
LOC106559467	106559467	LOC106559467	60S ribosomal protein L39 pseudogene
LOC106559468	106559468	LOC106559468	uncharacterized LOC106559468
LOC106559469	106559469	LOC106559469	uncharacterized LOC106559469
LOC106559470	106559470	LOC106559470	glyceraldehyde-3-phosphate dehydrogenase-like
LOC106559472	106559472	LOC106559472	uncharacterized LOC106559472
LOC106559473	106559473	LOC106559473	uncharacterized LOC106559473
LOC106559474	106559474	LOC106559474	uncharacterized LOC106559474
LOC106559476	106559476	LOC106559476	uncharacterized LOC106559476
LOC106559477	106559477	LOC106559477	uncharacterized LOC106559477
LOC106559480	106559480	LOC106559480	60S ribosomal protein L7 pseudogene
LOC106559482	106559482	LOC106559482	uncharacterized LOC106559482
LOC106559483	106559483	LOC106559483	uncharacterized LOC106559483
LOC106559484	106559484	LOC106559484	uncharacterized LOC106559484
LOC106559485	106559485	LOC106559485	uncharacterized LOC106559485
LOC106559486	106559486	LOC106559486	60S ribosomal protein L37a-like
LOC106559487	106559487	LOC106559487	uncharacterized LOC106559487
LOC106559490	106559490	LOC106559490	uncharacterized LOC106559490
LOC106559491	106559491	LOC106559491	mitochondrial import inner membrane translocase subunit Tim9 pseudogene
LOC106559492	106559492	LOC106559492	uncharacterized LOC106559492
LOC106559493	106559493	LOC106559493	small regulatory polypeptide of amino acid response-like
LOC106559494	106559494	LOC106559494	60S ribosomal protein L30-like
LOC106559495	106559495	LOC106559495	uncharacterized LOC106559495
LOC106559496	106559496	LOC106559496	uncharacterized LOC106559496
LOC106559497	106559497	LOC106559497	uncharacterized LOC106559497
