alias	gene_id	gene_symbol	gene_desc
LOC102552546	102552546	LOC102552546	uncharacterized LOC102552546
LOC102552548	102552548	LOC102552548	kinase suppressor of Ras 1-like
LOC102552549	102552549	LOC102552549	migration and invasion enhancer 1-like
LOC102552550	102552550	LOC102552550	uncharacterized LOC102552550
Smim6	102552551	Smim6	small integral membrane protein 6
LOC102552552	102552552	LOC102552552	Ig kappa chain V-V region L6-like
LOC102552553	102552553	LOC102552553	Ig kappa chain V-V region MOPC 173B-like
LOC102552556	102552556	LOC102552556	uncharacterized LOC102552556
LOC102552557	102552557	LOC102552557	zinc finger protein 134-like
LOC102552558	102552558	LOC102552558	xenotropic and polytropic retrovirus receptor 1-like
LOC102552559	102552559	LOC102552559	high mobility group nucleosome-binding domain-containing protein 5-like
LOC102552563	102552563	LOC102552563	uncharacterized LOC102552563
LOC102552564	102552564	LOC102552564	phosphatidylinositol phosphatase PTPRQ-like
LOC102552565	102552565	LOC102552565	uncharacterized LOC102552565
LOC102552566	102552566	LOC102552566	uncharacterized LOC102552566
LOC102552569	102552569	LOC102552569	P2Y purinoceptor 11-like
LOC102552570	102552570	LOC102552570	60S ribosomal protein L29-like
LOC102552571	102552571	LOC102552571	uncharacterized LOC102552571
LOC102552572	102552572	LOC102552572	uncharacterized LOC102552572
LOC102552576	102552576	LOC102552576	uncharacterized LOC102552576
LOC102552578	102552578	LOC102552578	succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial-like
LOC102552585	102552585	LOC102552585	uncharacterized LOC102552585
LOC102552587	102552587	LOC102552587	uncharacterized LOC102552587
LOC102552590	102552590	LOC102552590	uncharacterized LOC102552590
LOC102552591	102552591	LOC102552591	uncharacterized LOC102552591
LOC102552595	102552595	LOC102552595	uncharacterized LOC102552595
LOC102552601	102552601	LOC102552601	uncharacterized LOC102552601
LOC102552602	102552602	LOC102552602	60S ribosomal protein L17-like
LOC102552603	102552603	LOC102552603	eukaryotic translation initiation factor 4B-like
LOC102552604	102552604	LOC102552604	uncharacterized LOC102552604
LOC102552608	102552608	LOC102552608	uncharacterized LOC102552608
LOC102552611	102552611	LOC102552611	uncharacterized LOC102552611
LOC102552614	102552614	LOC102552614	uncharacterized LOC102552614
LOC102552616	102552616	LOC102552616	h-2 class I histocompatibility antigen, TLA(B) alpha chain-like
LOC102552617	102552617	LOC102552617	uncharacterized LOC102552617
LOC102552619	102552619	LOC102552619	uncharacterized LOC102552619
LOC102552620	102552620	LOC102552620	cytochrome c, somatic-like
LOC102552621	102552621	LOC102552621	uncharacterized LOC102552621
LOC102552623	102552623	LOC102552623	uncharacterized LOC102552623
LOC102552625	102552625	LOC102552625	uncharacterized LOC102552625
LOC102552626	102552626	LOC102552626	uncharacterized LOC102552626
LOC102552627	102552627	LOC102552627	zinc finger protein 160-like
LOC102552630	102552630	LOC102552630	60S ribosomal protein L19-like
LOC102552631	102552631	LOC102552631	uncharacterized LOC102552631
LOC102552632	102552632	LOC102552632	uncharacterized LOC102552632
LOC102552633	102552633	LOC102552633	T-cell receptor alpha chain V region 2B4-like
LOC102552634	102552634	LOC102552634	uncharacterized LOC102552634
LOC102552635	102552635	LOC102552635	uncharacterized LOC102552635
LOC102552637	102552637	LOC102552637	uncharacterized LOC102552637
LOC102552638	102552638	LOC102552638	putative uncharacterized protein LOC440356-like
LOC102552639	102552639	LOC102552639	uncharacterized LOC102552639
LOC102552640	102552640	LOC102552640	REST corepressor 2-like
LOC102552641	102552641	LOC102552641	60S ribosomal protein L32-like
LOC102552643	102552643	LOC102552643	uncharacterized LOC102552643
Selenok-ps1	102552645	Selenok-ps1	selenoprotein K, pseudogene 1
LOC102552646	102552646	LOC102552646	uncharacterized LOC102552646
LOC102552648	102552648	LOC102552648	uncharacterized LOC102552648
LOC102552649	102552649	LOC102552649	septin-7-like
LOC102552650	102552650	LOC102552650	uncharacterized LOC102552650
LOC102552651	102552651	LOC102552651	small proline-rich protein 2H-like
LOC102552652	102552652	LOC102552652	uncharacterized LOC102552652
LOC102552654	102552654	LOC102552654	uncharacterized LOC102552654
LOC102552656	102552656	LOC102552656	uncharacterized LOC102552656
LOC102552659	102552659	LOC102552659	receptor tyrosine-protein kinase erbB-2-like
LOC102552661	102552661	LOC102552661	uncharacterized LOC102552661
LOC102552663	102552663	LOC102552663	uncharacterized LOC102552663
Miat	102552664	Miat	myocardial infarction associated transcript
LOC102552665	102552665	LOC102552665	uncharacterized LOC102552665
LOC102552667	102552667	LOC102552667	40S ribosomal protein S27-like
LOC102552668	102552668	LOC102552668	uncharacterized LOC102552668
Tex46	102552669	Tex46	testis expressed 46
LOC102552673	102552673	LOC102552673	uncharacterized LOC102552673
LOC102552674	102552674	LOC102552674	T-cell receptor alpha chain V region CTL-L17-like
LOC102552675	102552675	LOC102552675	uncharacterized LOC102552675
LOC102552676	102552676	LOC102552676	transcription factor RFX4-like
LOC102552678	102552678	LOC102552678	uncharacterized LOC102552678
LOC102552679	102552679	LOC102552679	uncharacterized LOC102552679
LOC102552680	102552680	LOC102552680	uncharacterized LOC102552680
LOC102552685	102552685	LOC102552685	uncharacterized LOC102552685
LOC102552689	102552689	LOC102552689	caspase-6-like
LOC102552690	102552690	LOC102552690	uncharacterized LOC102552690
LOC102552692	102552692	LOC102552692	uncharacterized LOC102552692
LOC102552693	102552693	LOC102552693	uncharacterized LOC102552693
LOC102552694	102552694	LOC102552694	zinc finger CCCH-type antiviral protein 1-like
LOC102552695	102552695	LOC102552695	ralA-binding protein 1-like
LOC102552698	102552698	LOC102552698	zinc finger protein 568-like
LOC102552699	102552699	LOC102552699	uncharacterized LOC102552699
LOC102552700	102552700	LOC102552700	Ig heavy chain V region PJ14-like
LOC102552701	102552701	LOC102552701	uncharacterized LOC102552701
LOC102552702	102552702	LOC102552702	uncharacterized LOC102552702
Pcdhgb4	102552705	Pcdhgb4	protocadherin gamma subfamily B, 4
LOC102552707	102552707	LOC102552707	uncharacterized LOC102552707
LOC102552708	102552708	LOC102552708	DNA-directed RNA polymerase II subunit GRINL1A-like
LOC102552709	102552709	LOC102552709	uncharacterized LOC102552709
LOC102552711	102552711	LOC102552711	N-alpha-acetyltransferase 11-like
LOC102552712	102552712	LOC102552712	uncharacterized LOC102552712
LOC102552714	102552714	LOC102552714	cyclin-dependent kinase 2-interacting protein-like
LOC102552716	102552716	LOC102552716	uncharacterized LOC102552716
LOC102552717	102552717	LOC102552717	uncharacterized LOC102552717
LOC102552718	102552718	LOC102552718	uncharacterized LOC102552718
LOC102552719	102552719	LOC102552719	glyceraldehyde-3-phosphate dehydrogenase-like
LOC102552721	102552721	LOC102552721	uncharacterized LOC102552721
LOC102552722	102552722	LOC102552722	uncharacterized LOC102552722
LOC102552725	102552725	LOC102552725	uncharacterized LOC102552725
LOC102552728	102552728	LOC102552728	uncharacterized LOC102552728
LOC102552729	102552729	LOC102552729	zinc finger protein 709-like
LOC102552731	102552731	LOC102552731	uncharacterized LOC102552731
LOC102552744	102552744	LOC102552744	twist-related protein 1-like
LOC102552746	102552746	LOC102552746	uncharacterized LOC102552746
LOC102552747	102552747	LOC102552747	Ig kappa chain V-V region K2-like
LOC102552748	102552748	LOC102552748	keratin-associated protein 9-2-like
LOC102552749	102552749	LOC102552749	MLV-related proviral Env polyprotein-like
LOC102552751	102552751	LOC102552751	mucin-2-like
LOC102552752	102552752	LOC102552752	uncharacterized LOC102552752
LOC102552760	102552760	LOC102552760	uncharacterized LOC102552760
LOC102552762	102552762	LOC102552762	uncharacterized LOC102552762
LOC102552764	102552764	LOC102552764	uncharacterized LOC102552764
LOC102552765	102552765	LOC102552765	60S ribosomal protein L7-like
LOC102552766	102552766	LOC102552766	uncharacterized LOC102552766
LOC102552767	102552767	LOC102552767	uncharacterized LOC102552767
LOC102552768	102552768	LOC102552768	ETS-related transcription factor Elf-2-like
LOC102552770	102552770	LOC102552770	uncharacterized LOC102552770
LOC102552773	102552773	LOC102552773	uncharacterized LOC102552773
LOC102552775	102552775	LOC102552775	uncharacterized LOC102552775
LOC102552776	102552776	LOC102552776	uncharacterized LOC102552776
LOC102552777	102552777	LOC102552777	uncharacterized LOC102552777
LOC102552778	102552778	LOC102552778	uncharacterized LOC102552778
LOC102552779	102552779	LOC102552779	uncharacterized LOC102552779
LOC102552781	102552781	LOC102552781	60S ribosomal protein L9-like
Ac1576	102552783	Ac1576	uncharacterized LOC102552783
LOC102552784	102552784	LOC102552784	uncharacterized LOC102552784
LOC102552786	102552786	LOC102552786	uncharacterized LOC102552786
LOC102552792	102552792	LOC102552792	uncharacterized LOC102552792
LOC102552793	102552793	LOC102552793	uncharacterized LOC102552793
LOC102552794	102552794	LOC102552794	proline-rich nuclear receptor coactivator 1-like
Pcdhga6	102552796	Pcdhga6	protocadherin gamma subfamily A, 6
LOC102552798	102552798	LOC102552798	uncharacterized LOC102552798
LOC102552799	102552799	LOC102552799	thioredoxin-like protein 4A-like
LOC102552801	102552801	LOC102552801	uncharacterized LOC102552801
LOC102552802	102552802	LOC102552802	uncharacterized LOC102552802
LOC102552805	102552805	LOC102552805	uncharacterized LOC102552805
LOC102552808	102552808	LOC102552808	uncharacterized LOC102552808
LOC102552809	102552809	LOC102552809	uncharacterized LOC102552809
LOC102552810	102552810	LOC102552810	uncharacterized LOC102552810
LOC102552812	102552812	LOC102552812	uncharacterized LOC102552812
LOC102552813	102552813	LOC102552813	uncharacterized LOC102552813
LOC102552816	102552816	LOC102552816	uncharacterized LOC102552816
LOC102552817	102552817	LOC102552817	uncharacterized LOC102552817
LOC102552818	102552818	LOC102552818	uncharacterized LOC102552818
LOC102552819	102552819	LOC102552819	uncharacterized LOC102552819
LOC102552820	102552820	LOC102552820	uncharacterized LOC102552820
LOC102552821	102552821	LOC102552821	zinc finger protein 2 homolog
LOC102552822	102552822	LOC102552822	uncharacterized LOC102552822
LOC102552823	102552823	LOC102552823	zinc finger protein 709-like
LOC102552825	102552825	LOC102552825	uncharacterized LOC102552825
LOC102552826	102552826	LOC102552826	40S ribosomal protein S23-like
LOC102552827	102552827	LOC102552827	uncharacterized LOC102552827
LOC102552828	102552828	LOC102552828	uncharacterized LOC102552828
LOC102552829	102552829	LOC102552829	uncharacterized LOC102552829
LOC102552830	102552830	LOC102552830	uncharacterized LOC102552830
LOC102552833	102552833	LOC102552833	uncharacterized LOC102552833
LOC102552834	102552834	LOC102552834	uncharacterized LOC102552834
LOC102552837	102552837	LOC102552837	small nuclear ribonucleoprotein Sm D2-like
Mc1r	102552838	Mc1r	melanocortin 1 receptor
LOC102552841	102552841	LOC102552841	Ig kappa chain V-V region K2-like
LOC102552843	102552843	LOC102552843	phosphoglycerate mutase 1-like
LOC102552844	102552844	LOC102552844	vomeronasal type-2 receptor 26-like
LOC102552845	102552845	LOC102552845	uncharacterized LOC102552845
LOC102552846	102552846	LOC102552846	Ig kappa chain V-II region 26-10-like
LOC102552849	102552849	LOC102552849	uncharacterized LOC102552849
LOC102552850	102552850	LOC102552850	ferritin light chain 1-like
LOC102552851	102552851	LOC102552851	polycomb group RING finger protein 6-like
LOC102552854	102552854	LOC102552854	uncharacterized LOC102552854
LOC102552856	102552856	LOC102552856	paired box protein Pax-7-like
LOC102552859	102552859	LOC102552859	Ig heavy chain V region VH558 A1/A4-like
LOC102552860	102552860	LOC102552860	uncharacterized LOC102552860
LOC102552862	102552862	LOC102552862	60S ribosomal protein L24-like
LOC102552863	102552863	LOC102552863	uncharacterized LOC102552863
LOC102552864	102552864	LOC102552864	uncharacterized LOC102552864
LOC102552867	102552867	LOC102552867	uncharacterized LOC102552867
LOC102552870	102552870	LOC102552870	60S ribosomal protein L23a-like
LOC102552871	102552871	LOC102552871	uncharacterized LOC102552871
LOC102552872	102552872	LOC102552872	uncharacterized LOC102552872
LOC102552873	102552873	LOC102552873	single-stranded DNA-binding protein, mitochondrial-like
LOC102552874	102552874	LOC102552874	uncharacterized LOC102552874
LOC102552876	102552876	LOC102552876	60S ribosomal protein L13-like
LOC102552878	102552878	LOC102552878	uncharacterized LOC102552878
LOC102552879	102552879	LOC102552879	uncharacterized LOC102552879
LOC102552880	102552880	LOC102552880	uncharacterized LOC102552880
LOC102552882	102552882	LOC102552882	uncharacterized LOC102552882
LOC102552883	102552883	LOC102552883	barrier-to-autointegration factor-like
LOC102552886	102552886	LOC102552886	hCG1994130-like
LOC102552887	102552887	LOC102552887	uncharacterized LOC102552887
LOC102552888	102552888	LOC102552888	uncharacterized LOC102552888
LOC102552889	102552889	LOC102552889	26S proteasome non-ATPase regulatory subunit 12-like
LOC102552891	102552891	LOC102552891	nuclease-sensitive element-binding protein 1-like
LOC102552892	102552892	LOC102552892	uncharacterized LOC102552892
Podn	102552895	Podn	podocan
LOC102552899	102552899	LOC102552899	N-alpha-acetyltransferase 11-like
LOC102552900	102552900	LOC102552900	uncharacterized LOC102552900
LOC102552901	102552901	LOC102552901	KH homology domain-containing protein 1-like
LOC102552902	102552902	LOC102552902	uncharacterized LOC102552902
LOC102552904	102552904	LOC102552904	uncharacterized LOC102552904
LOC102552907	102552907	LOC102552907	uncharacterized LOC102552907
LOC102552909	102552909	LOC102552909	uncharacterized LOC102552909
LOC102552911	102552911	LOC102552911	uncharacterized LOC102552911
LOC102552912	102552912	LOC102552912	uncharacterized LOC102552912
LOC102552913	102552913	LOC102552913	membrane-associated progesterone receptor component 1-like
LOC102552915	102552915	LOC102552915	uncharacterized LOC102552915
LOC102552919	102552919	LOC102552919	glyceraldehyde-3-phosphate dehydrogenase-like
Armcx5	102552920	Armcx5	armadillo repeat containing, X-linked 5
LOC102552921	102552921	LOC102552921	60S ribosomal protein L19-like
LOC102552922	102552922	LOC102552922	uncharacterized LOC102552922
LOC102552923	102552923	LOC102552923	olfactory receptor 8B3-like
LOC102552925	102552925	LOC102552925	uncharacterized LOC102552925
LOC102552926	102552926	LOC102552926	uncharacterized LOC102552926
LOC102552929	102552929	LOC102552929	uncharacterized LOC102552929
LOC102552931	102552931	LOC102552931	uncharacterized LOC102552931
LOC102552934	102552934	LOC102552934	histone deacetylase 1-like
LOC102552937	102552937	LOC102552937	KH homology domain-containing protein 1-like
Dynap	102552939	Dynap	dynactin associated protein
LOC102552940	102552940	LOC102552940	small proline-rich protein 2H-like
LOC102552941	102552941	LOC102552941	uncharacterized LOC102552941
LOC102552945	102552945	LOC102552945	ribosomal L1 domain-containing protein 1-like
LOC102552946	102552946	LOC102552946	uncharacterized LOC102552946
LOC102552950	102552950	LOC102552950	uncharacterized LOC102552950
LOC102552951	102552951	LOC102552951	uncharacterized LOC102552951
LOC102552952	102552952	LOC102552952	uncharacterized LOC102552952
LOC102552954	102552954	LOC102552954	60S ribosomal protein L7a-like
LOC102552955	102552955	LOC102552955	vomeronasal type-2 receptor 26-like
LOC102552958	102552958	LOC102552958	uncharacterized LOC102552958
LOC102552960	102552960	LOC102552960	uncharacterized LOC102552960
LOC102552961	102552961	LOC102552961	60S ribosomal protein L23a-like
LOC102552962	102552962	LOC102552962	uncharacterized LOC102552962
LOC102552965	102552965	LOC102552965	uncharacterized LOC102552965
LOC102552970	102552970	LOC102552970	uncharacterized LOC102552970
LOC102552971	102552971	LOC102552971	uncharacterized LOC102552971
LOC102552972	102552972	LOC102552972	uncharacterized LOC102552972
LOC102552976	102552976	LOC102552976	serine/arginine repetitive matrix protein 2-like
LOC102552977	102552977	LOC102552977	uncharacterized LOC102552977
LOC102552978	102552978	LOC102552978	uncharacterized LOC102552978
LOC102552980	102552980	LOC102552980	farnesyl pyrophosphate synthase-like
LOC102552982	102552982	LOC102552982	uncharacterized LOC102552982
LOC102552984	102552984	LOC102552984	uncharacterized LOC102552984
LOC102552985	102552985	LOC102552985	uncharacterized LOC102552985
Rps4x-ps2	102552986	Rps4x-ps2	ribosomal protein S4, X-linked, pseudogene 2
LOC102552988	102552988	LOC102552988	uncharacterized LOC102552988
LOC102552990	102552990	LOC102552990	phosphoglycerate kinase 1-like
LOC102552991	102552991	LOC102552991	eukaryotic translation initiation factor 4E-like
LOC102552994	102552994	LOC102552994	uncharacterized LOC102552994
LOC102552995	102552995	LOC102552995	uncharacterized LOC102552995
LOC102552996	102552996	LOC102552996	uncharacterized LOC102552996
LOC102552997	102552997	LOC102552997	60S ribosomal protein L35-like
LOC102552999	102552999	LOC102552999	uncharacterized LOC102552999
LOC102553000	102553000	LOC102553000	uncharacterized LOC102553000
LOC102553001	102553001	LOC102553001	zinc finger protein 431-like
Zscan22	102553002	Zscan22	zinc finger and SCAN domain containing 22
LOC102553003	102553003	LOC102553003	uncharacterized LOC102553003
LOC102553004	102553004	LOC102553004	60S ribosomal protein L4-like
LOC102553006	102553006	LOC102553006	Ig heavy chain V region 914-like
LOC102553007	102553007	LOC102553007	ral guanine nucleotide dissociation stimulator-like
LOC102553008	102553008	LOC102553008	uncharacterized LOC102553008
LOC102553010	102553010	LOC102553010	leukocyte elastase inhibitor A-like
LOC102553011	102553011	LOC102553011	uncharacterized LOC102553011
LOC102553013	102553013	LOC102553013	uncharacterized LOC102553013
LOC102553014	102553014	LOC102553014	uncharacterized LOC102553014
LOC102553016	102553016	LOC102553016	uncharacterized LOC102553016
LOC102553017	102553017	LOC102553017	uncharacterized LOC102553017
LOC102553018	102553018	LOC102553018	uncharacterized LOC102553018
LOC102553020	102553020	LOC102553020	uncharacterized LOC102553020
LOC102553021	102553021	LOC102553021	uncharacterized LOC102553021
LOC102553022	102553022	LOC102553022	uncharacterized LOC102553022
LOC102553023	102553023	LOC102553023	uncharacterized LOC102553023
Znf658	102553026	Znf658	zinc finger protein 658
LOC102553030	102553030	LOC102553030	uncharacterized LOC102553030
LOC102553031	102553031	LOC102553031	zinc finger and SCAN domain-containing protein 20-like
LOC102553032	102553032	LOC102553032	ellis-van Creveld syndrome protein homolog
LOC102553034	102553034	LOC102553034	uncharacterized LOC102553034
LOC102553035	102553035	LOC102553035	kallikrein-15-like
LOC102553036	102553036	LOC102553036	uncharacterized LOC102553036
LOC102553037	102553037	LOC102553037	uncharacterized LOC102553037
LOC102553038	102553038	LOC102553038	uncharacterized LOC102553038
LOC102553041	102553041	LOC102553041	charged multivesicular body protein 1b-like
LOC102553043	102553043	LOC102553043	uncharacterized LOC102553043
LOC102553044	102553044	LOC102553044	growth hormone-inducible transmembrane protein-like
LOC102553045	102553045	LOC102553045	uncharacterized LOC102553045
LOC102553046	102553046	LOC102553046	uncharacterized LOC102553046
LOC102553048	102553048	LOC102553048	uncharacterized LOC102553048
LOC102553052	102553052	LOC102553052	uncharacterized LOC102553052
LOC102553055	102553055	LOC102553055	putative glycerol kinase 5-like
LOC102553057	102553057	LOC102553057	uncharacterized LOC102553057
LOC102553058	102553058	LOC102553058	late cornified envelope-like proline-rich protein 1-like
LOC102553059	102553059	LOC102553059	60S acidic ribosomal protein P0-like
LOC102553061	102553061	LOC102553061	uncharacterized LOC102553061
LOC102553062	102553062	LOC102553062	ferritin light chain 1-like
LOC102553063	102553063	LOC102553063	uncharacterized LOC102553063
LOC102553064	102553064	LOC102553064	uncharacterized LOC102553064
LOC102553065	102553065	LOC102553065	cohesin subunit SA-3-like
LOC102553066	102553066	LOC102553066	uncharacterized LOC102553066
LOC102553069	102553069	LOC102553069	keratin-associated protein 4-6-like
LOC102553070	102553070	LOC102553070	Ig heavy chain V-I region 5-like
LOC102553072	102553072	LOC102553072	uncharacterized LOC102553072
LOC102553073	102553073	LOC102553073	uncharacterized LOC102553073
LOC102553076	102553076	LOC102553076	Ig heavy chain V region VH558 A1/A4-like
LOC102553078	102553078	LOC102553078	ubiquitin-like protein FUBI-like
LOC102553081	102553081	LOC102553081	60S ribosomal protein L19-like
LOC102553083	102553083	LOC102553083	uncharacterized LOC102553083
LOC102553085	102553085	LOC102553085	uncharacterized LOC102553085
LOC102553088	102553088	LOC102553088	collagen alpha-1(XXV) chain-like
LOC102553090	102553090	LOC102553090	uncharacterized LOC102553090
LOC102553092	102553092	LOC102553092	uncharacterized LOC102553092
LOC102553093	102553093	LOC102553093	uncharacterized LOC102553093
LOC102553096	102553096	LOC102553096	uncharacterized LOC102553096
LOC102553098	102553098	LOC102553098	partner of Y14 and mago-like
LOC102553099	102553099	LOC102553099	N-alpha-acetyltransferase 50-like
LOC102553108	102553108	LOC102553108	uncharacterized LOC102553108
LOC102553109	102553109	LOC102553109	uncharacterized LOC102553109
LOC102553110	102553110	LOC102553110	ral guanine nucleotide dissociation stimulator-like
LOC102553115	102553115	LOC102553115	uncharacterized LOC102553115
LOC102553116	102553116	LOC102553116	uncharacterized LOC102553116
LOC102553117	102553117	LOC102553117	uncharacterized LOC102553117
LOC102553118	102553118	LOC102553118	uncharacterized LOC102553118
Mettl21a	102553119	Mettl21a	methyltransferase like 21A
LOC102553120	102553120	LOC102553120	uncharacterized LOC102553120
LOC102553121	102553121	LOC102553121	uncharacterized LOC102553121
LOC102553122	102553122	LOC102553122	uncharacterized LOC102553122
LOC102553126	102553126	LOC102553126	uncharacterized LOC102553126
LOC102553128	102553128	LOC102553128	uncharacterized LOC102553128
LOC102553129	102553129	LOC102553129	uncharacterized LOC102553129
LOC102553130	102553130	LOC102553130	zinc finger protein 665-like
LOC102553131	102553131	LOC102553131	uncharacterized LOC102553131
LOC102553133	102553133	LOC102553133	uncharacterized LOC102553133
LOC102553135	102553135	LOC102553135	uncharacterized LOC102553135
LOC102553136	102553136	LOC102553136	uncharacterized LOC102553136
LOC102553138	102553138	LOC102553138	ovarian cancer G-protein coupled receptor 1-like
LOC102553139	102553139	LOC102553139	uncharacterized LOC102553139
LOC102553140	102553140	LOC102553140	uncharacterized LOC102553140
LOC102553145	102553145	LOC102553145	uncharacterized LOC102553145
LOC102553146	102553146	LOC102553146	piggyBac transposable element-derived protein 1-like
Cfap58l1	102553148	Cfap58l1	cilia and flagella associated protein 58-like 1
LOC102553150	102553150	LOC102553150	protein NLRC5-like
LOC102553151	102553151	LOC102553151	uncharacterized LOC102553151
LOC102553152	102553152	LOC102553152	uncharacterized LOC102553152
LOC102553156	102553156	LOC102553156	uncharacterized LOC102553156
LOC102553158	102553158	LOC102553158	ATP-binding cassette sub-family A member 9-like
LOC102553159	102553159	LOC102553159	uncharacterized LOC102553159
LOC102553161	102553161	LOC102553161	Ig kappa chain V-II region VKappa167-like
LOC102553163	102553163	LOC102553163	uncharacterized LOC102553163
LOC102553166	102553166	LOC102553166	uncharacterized LOC102553166
LOC102553171	102553171	LOC102553171	uncharacterized LOC102553171
LOC102553173	102553173	LOC102553173	uncharacterized LOC102553173
LOC102553175	102553175	LOC102553175	Ig heavy chain V region 108A-like
LOC102553180	102553180	LOC102553180	protocadherin alpha-1-like
LOC102553183	102553183	LOC102553183	uncharacterized LOC102553183
LOC102553187	102553187	LOC102553187	UDP-glucuronosyltransferase 1-8-like
LOC102553190	102553190	LOC102553190	uncharacterized LOC102553190
LOC102553193	102553193	LOC102553193	zinc finger protein 120-like
LOC102553194	102553194	LOC102553194	60S ribosomal protein L7a-like
LOC102553195	102553195	LOC102553195	lipoxygenase homology domain-containing protein 1-like
LOC102553196	102553196	LOC102553196	uncharacterized LOC102553196
LOC102553197	102553197	LOC102553197	uncharacterized LOC102553197
LOC102553199	102553199	LOC102553199	elongation factor 1-gamma-like
LOC102553200	102553200	LOC102553200	uncharacterized LOC102553200
LOC102553204	102553204	LOC102553204	uncharacterized LOC102553204
LOC102553205	102553205	LOC102553205	ral guanine nucleotide dissociation stimulator-like
LOC102553206	102553206	LOC102553206	uncharacterized LOC102553206
LOC102553208	102553208	LOC102553208	ral guanine nucleotide dissociation stimulator-like
LOC102553210	102553210	LOC102553210	uncharacterized LOC102553210
LOC102553214	102553214	LOC102553214	prohibitin-like
LOC102553218	102553218	LOC102553218	uncharacterized LOC102553218
LOC102553221	102553221	LOC102553221	MLV-related proviral Env polyprotein-like
LOC102553223	102553223	LOC102553223	uncharacterized LOC102553223
LOC102553224	102553224	LOC102553224	uncharacterized LOC102553224
LOC102553228	102553228	LOC102553228	uncharacterized LOC102553228
LOC102553231	102553231	LOC102553231	uncharacterized LOC102553231
LOC102553232	102553232	LOC102553232	uncharacterized LOC102553232
LOC102553236	102553236	LOC102553236	uncharacterized LOC102553236
LOC102553242	102553242	LOC102553242	uncharacterized LOC102553242
LOC102553244	102553244	LOC102553244	uncharacterized LOC102553244
LOC102553245	102553245	LOC102553245	NEDD4-like E3 ubiquitin-protein ligase WWP1-like
LOC102553246	102553246	LOC102553246	uncharacterized LOC102553246
LOC102553248	102553248	LOC102553248	uncharacterized LOC102553248
LOC102553249	102553249	LOC102553249	zinc finger protein 120-like
LOC102553250	102553250	LOC102553250	synaptic vesicle 2-related protein-like
LOC102553251	102553251	LOC102553251	uncharacterized LOC102553251
LOC102553252	102553252	LOC102553252	developmental pluripotency-associated protein 2-like
LOC102553253	102553253	LOC102553253	uncharacterized LOC102553253
LOC102553254	102553254	LOC102553254	uncharacterized LOC102553254
LOC102553256	102553256	LOC102553256	ubiquitin-conjugating enzyme E2 C-like
LOC102553264	102553264	LOC102553264	uncharacterized LOC102553264
LOC102553265	102553265	LOC102553265	non-histone chromosomal protein HMG-17-like
LOC102553267	102553267	LOC102553267	uncharacterized LOC102553267
LOC102553270	102553270	LOC102553270	uncharacterized LOC102553270
LOC102553272	102553272	LOC102553272	uncharacterized LOC102553272
LOC102553273	102553273	LOC102553273	N-alpha-acetyltransferase 11-like
LOC102553274	102553274	LOC102553274	uncharacterized LOC102553274
LOC102553276	102553276	LOC102553276	uncharacterized LOC102553276
LOC102553278	102553278	LOC102553278	zinc finger protein 709-like
LOC102553281	102553281	LOC102553281	uncharacterized LOC102553281
LOC102553283	102553283	LOC102553283	zinc finger protein 93-like
LOC102553285	102553285	LOC102553285	uncharacterized LOC102553285
LOC102553287	102553287	LOC102553287	coiled-coil domain-containing protein 121-like
LOC102553289	102553289	LOC102553289	uncharacterized LOC102553289
LOC102553290	102553290	LOC102553290	collagen alpha-1(III) chain-like
LOC102553292	102553292	LOC102553292	putative uncharacterized protein YIL169C-like
LOC102553293	102553293	LOC102553293	uncharacterized LOC102553293
LOC102553295	102553295	LOC102553295	NHP2-like protein 1-like
LOC102553296	102553296	LOC102553296	uncharacterized LOC102553296
LOC102553298	102553298	LOC102553298	uncharacterized LOC102553298
LOC102553299	102553299	LOC102553299	uncharacterized LOC102553299
LOC102553301	102553301	LOC102553301	uncharacterized LOC102553301
LOC102553302	102553302	LOC102553302	uncharacterized LOC102553302
LOC102553311	102553311	LOC102553311	voltage-dependent N-type calcium channel subunit alpha-1B-like
LOC102553315	102553315	LOC102553315	ribosome biogenesis protein WDR12-like
LOC102553316	102553316	LOC102553316	Y-linked testis-specific protein 1-like
LOC102553320	102553320	LOC102553320	uncharacterized LOC102553320
LOC102553321	102553321	LOC102553321	uncharacterized LOC102553321
LOC102553323	102553323	LOC102553323	E3 SUMO-protein ligase NSE2-like
LOC102553324	102553324	LOC102553324	ribosomal RNA processing protein 1 homolog A-like
LOC102553326	102553326	LOC102553326	uncharacterized LOC102553326
LOC102553327	102553327	LOC102553327	histone H3.3C-like
LOC102553329	102553329	LOC102553329	uncharacterized LOC102553329
LOC102553332	102553332	LOC102553332	uncharacterized LOC102553332
LOC102553333	102553333	LOC102553333	26S protease regulatory subunit 10B-like
LOC102553335	102553335	LOC102553335	polypyrimidine tract-binding protein 1-like
LOC102553338	102553338	LOC102553338	uncharacterized LOC102553338
LOC102553339	102553339	LOC102553339	uncharacterized LOC102553339
LOC102553341	102553341	LOC102553341	uncharacterized LOC102553341
LOC102553345	102553345	LOC102553345	uncharacterized LOC102553345
LOC102553346	102553346	LOC102553346	R3H domain-containing protein 2-like
LOC102553347	102553347	LOC102553347	uncharacterized LOC102553347
LOC102553348	102553348	LOC102553348	high mobility group protein B1-like
